(सामान्य हिन्दी सुनील सर) Part-1 || व्याकरण || 02-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1452704/plain/720x1280.mp4
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान का अपवाह तंत्र || 07-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/619802704749807600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-5 || राजस्थान का अपवाह तंत्र || 08-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/361416900708272000_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-6 || राजस्थान का अपवाह तंत्र || 09-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/536206375596397760_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-7 || राजस्थान का अपवाह तंत्र || 11-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/685322157665892900_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-8 || राजस्थान का अपवाह तंत्र || 12-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/236909874266606400_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-9 || राजस्थान का अपवाह तंत्र || 13-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/397801491269446300_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-10 || राजस्थान का अपवाह तंत्र || 15-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/348145256287404500_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-11 || राजस्थान का अपवाह तंत्र || 16-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/20244794142058044_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-12 || राजस्थान का अपवाह तंत्र || 18-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/263283721631993760_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में मृदा एवं मृदा अपरदन || 19-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/49799727486406420_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में वन्य जीव एवं सम्पदा || 20-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/713627616392623600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान में वन्य जीव एवं सम्पदा || 21-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/655034826473554300_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान में वन्य जीव एवं सम्पदा || 01-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/131799260760572460_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान में वन्य जीव एवं सम्पदा || 02-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/851068431289283800_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में कृषि ||  03-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/628090028429303200_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान में कृषि ||  04-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/239385770311602200_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान में कृषि ||  05-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/537445763662465600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान में कृषि ||  06-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/112877728843136910_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-6 ||राजस्थान में कृषि ||  09-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/199052614317556900_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-5 || राजस्थान में कृषि ||  08-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/607515746784139600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-7 ||राजस्थान में कृषि ||  10-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/488022414046796540_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-8 ||राजस्थान में कृषि ||  12-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/322141723546176700_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || सिंचाई परियोजना ||  17-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/20943372823957416_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || सिंचाई परियोजना ||  18-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/676996238983528700_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में खनिज ||  19-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/663297731464432500_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान में खनिज ||  29-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/564169785934555200_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान में खनिज ||  30-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/121815982038791150_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान में खनिज || 01-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/532024034468238850_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-5 || राजस्थान में खनिज || 02-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/437075201154253300_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान मे उद्योग || 03-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/8855996180421810_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान मे उद्योग || 04-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/753085699698002700_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान मे उद्योग || 06-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/23541623784153876_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान मे उद्योग || 07-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/421822243948963460_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-5 || राजस्थान मे उद्योग || 08-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/580939427355248600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-6 || राजस्थान मे उद्योग || 09-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/62219307682448456_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में पर्यटन || 10-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/335504109617654850_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान में पर्यटन || 14-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/183141460069578400_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान में पर्यटन || 15-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/778304405568948400_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान में पर्यटन || 16-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/529173347788279700_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में परिवहन || 17-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/834786473003370800_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान में परिवहन || 20-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/84878763481977940_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान में परिवहन || 21-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/368519140565183300_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान में परिवहन || 22-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/377720841720557600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-5 || राजस्थान में परिवहन || 23-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/375905824947568640_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान पशु संपदा || 24-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/542560368174865860_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान पशु संपदा || 25-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/415413349484179200_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान पशु संपदा || 27-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/772176078364080000_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में जनसंख्या  || 29-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/193960701759037570_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान के ऊर्जा संसाधन || 30-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/491728294565008200_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान के ऊर्जा संसाधन || 31-May : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/576848056605595100_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान के ऊर्जा संसाधन || 03-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/110539183642972770_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान की प्रमुख संस्थाएं || 04-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/393359807887298300_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान की प्रमुख संस्थाएं || 05-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/621631796876842800_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान की प्रमुख संस्थाएं|| 06-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/386075260701896600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान की प्रमुख संस्थाएं|| 07-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/36195746349137200_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || स्थानो के उपनाम||18-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/724687108776833900_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || व्यक्तियों के उपनाम||19-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/38802994140415990_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में डेयरी उद्योग || 20-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/822840935567593900_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में सूखा एवं अकाल || 22-June : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/735175703331475000_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान बजट 2024-25 || 26-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/828558430536384400_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || राजस्थान बजट 2024-25 || 27-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/838861537328174000_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || राजस्थान बजट 2024-25 || 29-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/116516907874760700_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || राजस्थान बजट 2024-25 || 30-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/539401417573161600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || आर्थिक योजना || 31-July : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/899606254230164700_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || आर्थिक योजना || 01-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/217912274228511040_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-3 || आर्थिक योजना || 03-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/84900345120856930_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-4 || आर्थिक योजना || 05-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/272506594606371200_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-5 || आर्थिक योजना || 06-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/710415549838320600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-6 || आर्थिक योजना || 08-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/804392891186609000_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-7 || आर्थिक योजना || 09-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/346820709414849150_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-8 || आर्थिक योजना || 10-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/495714654107322600_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-9 || आर्थिक योजना || 12-August : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/483049438208177200_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || पाठ्यक्रम परिचर्चा || 13-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/462835957711505860_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1|| राजस्थान अर्थव्यवस्था का सूक्ष्म अवलोकन || 14-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/2747216869601287_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 || राजस्थान अर्थव्यवस्था का सूक्ष्म अवलोकन || 15-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/624396513396123600_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || कृषि || 17-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/430065157698099900_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2|| कृषि || 19-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/777012022242827300_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 || कृषि || 20-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/319972704348233400_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-4 || कृषि || 21-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/231828392035428100_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-5 || कृषि || 22-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/708418970427570200_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || राजस्थान में उद्योगों|| 23-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/311335130687990300_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 || राजस्थान में उद्योगों|| 24-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/630184703653570200_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 ||| राजस्थान में उद्योगों|| 28-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/870205076842522800_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-4 ||| राजस्थान में उद्योगों|| 29-February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/252184540997314600_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-5 ||| राजस्थान में उद्योगों|| 01-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/41707072669880360_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-6 ||| राजस्थान में उद्योगों|| 02-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/416601852336152450_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 ||| संवृद्धि एवं विकास|| 11-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/634118882072395600_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 ||| संवृद्धि एवं विकास|| 12-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/386812182406948500_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 ||| संवृद्धि एवं विकास|| 13-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/731873212870574800_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 ||| राजस्थान में संसाधन || 05-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/634626655562362600_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 ||| राजस्थान में संसाधन|| 06-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/794000154779922300_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 ||| राजस्थान में संसाधन|| 07-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/29843982012061932_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || पर्यटन || 14-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/535849702523558000_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 || पर्यटन || 15-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/819637444594742800_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 || पर्यटन|| 16-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/275714750758513860_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-4 || पर्यटन || 18-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/615101377659283600_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-5 || पर्यटन || 19-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/265260992684079300_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || राजस्थान में ऊर्जा संसाधन || 20-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/555908490757448260_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 || राजस्थान में ऊर्जा संसाधन || 21-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/197104685835199740_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 || राजस्थान में ऊर्जा संसाधन || 22-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/727535910304660500_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 || राजस्थान में ऊर्जा संसाधन || 22-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/777373117653701600_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || पशुधन || 27-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/526945041837080900_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 || पशुधन || 28-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/759556104563149600_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 || पशुधन || 29-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/154679174718619100_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-4 || पशुधन || 30-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/343518686776220900_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-5 || पशुधन || 01-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/569109658911478500_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || डेयरी उद्योग || 02-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/276260472167625700_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-1 || राजस्थान में परिवहन || 03-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/825214180681298800_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-2 || राजस्थान में परिवहन || 04-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/799800905554258000_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-3 || राजस्थान में परिवहन || 05-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/893295280169810000_PDF.pdf
(राजस्थान की अर्थव्यवस्था - माधुरी कालरा मेम) Part-4 || राजस्थान में परिवहन || 09-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/104570209758091100_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || पाठ्यक्रम परिचर्चा || 30-March : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/94564140123689860_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || पाठ्यक्रम परिचर्चा || 01-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/783251310524294800_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || अजमेर के चौहान || 02-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/446654161949714300_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 ||अजमेर के चौहान || 03-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/848676003727676000_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 ||अजमेर के चौहान || 04-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/421519902967358700_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-4 ||अजमेर के चौहान || 05-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/795957714178752000_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-5 ||अजमेर के चौहान || 06-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/528892106698248700_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-6 ||अजमेर के चौहान || 08-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/234056822790262700_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || जालोर के चौहान || 09-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/32560929024044972_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || जालोर के चौहान || 10-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/824178384044835600_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || सिरोही के चौहान || 12-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/255977476608721380_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || बूंदी के चौहान || 13-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/135886850350513540_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || कोटा के चौहान || 15-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/708613137279571800_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || चौहान वंश MCQ || 16-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/76290220511981070_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-2 || मेवाड़ का इतिहास || 18-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/514236788775259650_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-1 || मेवाड़ का इतिहास || 17-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/258937106665987360_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-3 || मेवाड़ का इतिहास || 20-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/345403885087029500_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-4 || मेवाड़ का इतिहास || 22-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/261160762415459230_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-5 || मेवाड़ का इतिहास || 23-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/714821399165618400_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-6 || मेवाड़ का इतिहास || 24-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/201236234147758800_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-7 || मेवाड़ का इतिहास || 25-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/175911963400324480_PDF.pdf
(Rajasthan History By Bharat Dadhich Sir) Part-8 || मेवाड़ का इतिहास || 27-April : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/387597194457222200_PDF.pdf
