[Batch Thumbnail] Batch Thumbnail : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/batch/68c289fb7d411_dsssb_prt_icon.png
[Intro] DSSSB 2025 (PRT) | New Batch Introduction | By Uday Sir | Careerwill App : https://www.youtube.com/embed/lpzFg-65eRE
[Intro] DSSSB TGT SPECIAL BATCH INTRODUCTION BY UDAY SIR | CAREERWILL APP : https://www.youtube.com/embed/vUN2PvPTGSE
[Intro] New Offline Teaching Batch Announcement || By Himanshi Maam || Careerwill Offline : https://www.youtube.com/embed/rqdWo9t1NrM
[Maths] Class-01 | Maths | Introduction : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4549361/175792013840184120866/175792013840184120866_4120866.m3u8
[Reasoning] Reas | 16 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f0d81186823_Reas_3_PM_16_Oct_removed_compressed.pdf
[Reasoning] Reas | 15 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ef756a53f2d_Arun_Sir_Reas_09.30_AM_15Oct_..pdf
[Reasoning] Reas | 14 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ee21bddea13_Arun_Sir_Reas_09.30_AM_14Oct.pdf
[Reasoning] Reas | 10 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ea22d531e91_10_Oct_Arun_Sir_3PM_compressed.pdf
[Reasoning] Reas | 09 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e7643557a3a_Arun_Sir_Reas_09.30_AM_09Oct.pdf
[Reasoning] Reas | 7 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e4e6d153ce4_Arun_Sir_Reas_09.30_AM_07Oct_compressed.pdf
[Reasoning] Reas | 6 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e354f099600_Arun_Sir_Reas_09.30_AM_06Oct_compressed.pdf
[Reasoning] Reas | 03 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e0e01178ec7_Arun_Sir_3_PM_3_Oct_compressed.pdf
[Reasoning] Reas | 01 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dd26514be68_Arun_Sir_3_PM_1_Oct_compressed.pdf
[Reasoning] Reas | 30 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dbbbaaea53c_20250930155327121.pdf
[Reasoning] Reas | 29 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68da634c82931_Arun_Sir_Reas_03.00_PM_29_Sep_compressed.pdf
[Reasoning] Reas | 27 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68da2ab1e70a7_27_sept_reas_930_1100am.pdf
[Reasoning] Reas | 25 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d52d91b9836_Arun_Sir_3_PM_25_Sep_compressed.pdf
[Reasoning] Reas | 23 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d27f282aac9_Arun_Sir_3_PM_23Sept.pdf
[Reasoning] Reas | 19 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cd42061cbc6_Arun_Sir_3_PM_19_Sept.pdf
[Reasoning] Reas | 18 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbf8c82b00e_Reas_3_PM_18_Sep.pdf
[Reasoning] Reas | 18 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cce080b1cfb_Arun_Sir_Reas_09_45_AM_18Sep.pdf
[Hindi] निपात ,अव्यय ( अविकारी शब्द ): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684ebfa2c94f_निपात ,अव्यय ( अविकारी शब्द ).pdf
[Hindi] तत्सम एवं तद्भव, देशज, विदेशज: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684ebdc6de7c_तत्सम एवं तद्भव, देशज, विदेशज.pdf
[Hindi] उपसर्ग , प्रत्यय और काल: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684ebcc49b44_उपसर्ग , प्रत्यय और काल.pdf
[Hindi] अनेकार्थी: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684ebbcd2492_अनेकार्थी.pdf
[Hindi] हिंदी पर्यायवाची शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684eb8be6d40_हिंदी पर्यायवाची शब्द.pdf
[Hindi] समानार्थक शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684eb791a295_समानार्थक_शब्द.pdf
[Hindi] श्रुति सम भिन्नार्थक एवं वाक्यांश के लिए एक शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684eb699687d_श्रुति सम भिन्नार्थक एवं वाक्यांश के लिए एक शब्द.pdf
[Hindi] विदेशी शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684eb4a29801_विदेशी शब्द.pdf
[Hindi] वर्तनी: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684eb392722f_वर्तनी.pdf
[Hindi] लोकोक्ति: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6684eb2cd95f9_लोकोक्ति.pdf
[Hindi] रीतिकाल: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dcbe500f3f6_रीतिकाल digital board.pdf
[Hindi] भक्तिकाल: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dcbe304cf7a_Hindi lehkhak File  70 Question_compressed.pdf
[Hindi] आदिकाल: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dcbe0fe2ef3_प्रमुख लेखन एवं उनकी रचनाएँ (1)_compressed_compressed.pdf
[Hindi] लेखक एवं उनकी रचनाएं  Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dc6c3e898bf_लेखक एवं उनकी रचनाएं (1).pdf
[Hindi] छंद: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64cccb48ea35e_छंद Digital board_compressed.pdf
[Hindi] रस  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64cccad880838_रस Digital board_compressed.pdf
[Hindi] प्रमुख लेखक एवं उनके रचनाएँ Practice: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccca6051f29_प्रमुख लेखक एवं उनके रचनाएँ Digital Board_compressed.pdf
[Hindi] वाक्यांश के लिए एक शब्द : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc93334a0b_वाक्यांश के लिए एक शब्द Digital Board_compressed.pdf
[Hindi] प्रमुख लेखक एवं उनकी रचनाऐ   : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc8e34ae6e_प्रमुख लेखक एवं उनकी रचनाऐ  Digital board_compressed.pdf
[Hindi] क्रिया  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc8a872588_क्रिया Digital Board_compressed.pdf
[Hindi] विशेषण Part-2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc83c7c735_विशेषण Digital Board_compressed.pdf
[Hindi] सर्वनाम  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc7dce9924_सर्वनाम Digital board_compressed.pdf
[Hindi] संज्ञा  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc77b505e9_संज्ञा Digital board_compressed.pdf
[Hindi] विशेषण Part-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc736e78ee_विशेषण set-2 digital board.pdf
[Hindi] समास : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc7121efde_समास digital board.pdf
[Hindi] गद्यांश या पद्यांश : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc6e6e21af_गद्यांश या पद्यांश digital board_compressed.pdf
[Hindi] रिक्त स्थान की पूर्ति: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc5db63908_रिक्त स्थान की पूर्ति_compressed.pdf
[Hindi] विराम चिन्ह : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc5984e1d2_विराम चिन्ह digital borad.pdf
[Hindi] हिंदी के लेखक एवं रचनाएं : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc584e1967_हिंदी के लेखक एवं रचनाएं  digital borad.pdf
[Hindi] अलंकार : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc564a1995_अलंकार digital borad.pdf
[Hindi] वृति एवं पक्ष : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc53d64e20_वृति एवं पक्ष digital board.pdf
[Hindi] भाषा एवं बोली  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc51634fc3_भाषा एवं बोली Digital board.pdf
[Hindi] संधि : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc4ee3eb78_संधि Digital borad.pdf
[Hindi] हिंदी के प्रसिद्ध कवि और उनकी रचनाएं : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc45e27734_हिंदी के प्रसिद्ध कवि और उनकी रचनाएं digital board_compressed.pdf
[Hindi] हिंदी वर्णमाला: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc3f06f721_हिंदी वर्णमाला.pdf
[Hindi] भारतीय काव्यशास्त्र: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc3e5543a7_bhartiya kayvashastr.pdf
[Hindi] मुहावरे: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc3709c9ac_Muhavare_compressed.pdf
[Hindi] प्रमुख लेखक : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc2f1eeae4_प्रमुख लेखक digital board2.pdf
[Hindi] हिंदी विविध प्रश्न : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc2ae2b8ca_हिंदी विविध प्रश्न Digital board 02-08-23.pdf
[CDP] NCF SE 2023: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6909e1410d706_NCF_SE_2023_.pdf
[CDP] Cognition and Emotion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f1e6a0c3ec6_Cognition_and_Emotion_1.pdf
[CDP] National Curriculum Framework-2005: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f1e15c14d01_National_Curriculum_Framework2005_.pdf
[CDP] Method of Psychology: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ea3531e8ad7_Method_of_Psychology.pdf
[CDP] Frued's Psychosexual Sevelopmental Theory: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e0bec11e39f_Frueds_psychosexual_developmental_theory_.pdf
[CDP] Erik Erikson's Psychosocial Development: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e0be54d36cc_Erik_Erikson_.pdf
[CDP] Schools of Psychology Que: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4ee776d431_Schools_of_Psychology_Que.pdf
[CDP] School of Psychology: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbed938fb52_School_of_Psychology.pdf
[CDP] Pedagogy Special Batch Syllabus: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbed5d598e0_Pedagogy_Special_Batch_Syllabus.pdf
[History] History Complete Board Class Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6878a113bf99d_67a1df1c12baaHISTORYCLASSCOMPLETEPNG_1.pdf
[History] History Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6874db18551f0_History_DONE.pdf
[History] History SSC Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e53bbc1e32e_ilovepdfmerged_26compressed.pdf
[History] History Railway Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e535d9ba81d_ilovepdfmerged_23compressed.pdf
[History] History Chapter Wise MCQ's Practice Sheet: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67c947a71ee62_ilovepdfmerged_20250306T122635.025.pdf
[History] History Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a1df1c12baa_HISTORY_CLASS_COMPLETE_PNG.pdf
[History] Medival History Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67972d6f9d362_Medieval_history.pdf
[History] Ancient History Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67972d45364d2_Ancient_History.pdf
[History] Modern History Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67972d1c971ee_Modern_History.pdf
[Geography] Geography Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6852761c37676_geography_donecompressed.pdf
[Geography] Neighbouring countries of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b4226d1112a_Neighbouring_countries_of_India_S.pdf
[Geography] Mountain: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b422258d2d6_Mountain_S.pdf
[Geography] Forest: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b421d2f1fe9_Forest_S.pdf
[Geography] Climate of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b4218c5a059_Climate_of_India_s.pdf
[Geography] Agriculture of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b42148a483c_Agriculture_of_India_S.pdf
[Geography] Plateau of india: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b42109ee2f8_Plateau_of_india_S.pdf
[Geography] Soil of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b420b8b5a5e_Soil_of_India_s.pdf
[Geography] Geo | 01 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68df69066980a_5_pm_class_1_Oct.pdf
[Geography] Geo | 30 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dcbb0229f41_5_pm_class_30_Sept.pdf
[Geography] Geo | 25 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d63812a6622_5_pm_class_25Sept.pdf
[Geography] Geo | 24 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4ee2f1a96e_5_pm_class_24_Sept.pdf
[Geography] Geo | 23 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d3945aab82e_5_pm_class_23Sept.pdf
[Geography] Geo | 22 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d24addf40a8_5_pm_class_22_Sept.pdf
[Geography] Geo | 16 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca585895b51_Geo_16_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_New_Batch_by_Vivek_Sir_5_pm.pdf
[Geography] World Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-World_Geography_English.pdf
[Geography] World Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-World_Geography_English.pdf
[Geography] Indian + World Geo (Hindi) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_World_Geography_Notes_Hindi.pdf
[Geography] Indian + World Geo (Hindi) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_World_Geography_Notes_Hindi.pdf
[Geography] Indian Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_Geography_Eng.pdf
[Geography] Indian Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_Geography_Eng.pdf
[Polity] Polity SSC Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e637359561f_ilovepdfmerged_30compressed.pdf
[Polity] Polity Railway Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e536739de2f_ilovepdfmerged_24compressed.pdf
[Polity] Polity Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a1deceec48c_POLITY_CLASS_COMPLETE_PNG.pdf
[Polity] Indian Polity Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/670612b756b48_Polity_Student_pdfcompressed_1.pdf
[Economy] Economy Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68525af518c3c_economy_done.pdf
[Economy] Budget: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bfd377125_Budget_d.pdf
[Economy] Taxation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bf6b57738_Taxation_25_questions.pdf
[Economy] Industrial Policy: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bf0d94521_Industrial_Policy_d.pdf
[Economy] Economic Planning: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bec758c32_Economic_Planning_25_questions.pdf
[Economy] Unemployment MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa16a083f71_Unemployment_MCQ_s.pdf
[Economy] Poverty MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa164a8ce81_Poverty_MCQ_s.pdf
[Economy] Money: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa1602e300b_Money_s.pdf
[Economy] Infalation Complete: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa15bb6e3b1_Infalation_Complete_s.pdf
[Economy] Financial Market MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa15513af99_Financial_Market_MCQ_s.pdf
[Economy] Banking MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a8777b3e8a0_Banking_MCQ_S.pdf
[Economy] RBI: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a8773f38fe0_RBI_s.pdf
[Economy] Types of Sectors: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a8770989bc1_Types_of_Sectors_s.pdf
[Economy] Types of Economy MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a876cb7003e_Types_of_Economy_MCQ_S.pdf
[Economy] Branches of Economics Practice MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a87691e2980_Branches_of_Economics_Practice_MCQ_S.pdf
[Economy] Basic of Economics: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a875a8a95d2_Basic_of_Economics_270624_S.pdf
[Economy] Economy Hindi Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a08f24e4401_Economics_Important_facts_Hindi_done.pdf
[Economy] Economy Full Notes English: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/679d74fb0a965_Economics_Important_facts_final_Englishcompressed.pdf
[Physics] Phy | 28 Oct-1 Nov | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/690886b6252eb_Phy_28_oct_to_01_Nov_Class_PNG_by_Zubair_Sir_01.00_PM_Done_compressed.pdf
[Physics] Phy | 30 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69044c95297a8_floatation_1_DSSSB.pdf
[Physics] Phy | 27 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6901dc9c20f99_phy_1_pm_27_Oct_zubair_Sir.pdf
[Physics] Phy | 28 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6901d8d097f5c_phy_1_pm_28_Oct_zubair_Sir.pdf
[Physics] Phy | 15 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f0cb136d620_phy_1_pm_15_Oct_zubair_Sir.pdf
[Physics] Phy | 13 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ee07d8a04d8_phy_1_pm_13_Oct_zubair_Sir.pdf
[Physics] Phy | 10 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ea3280ea20f_phy_1_pm_10_Oct_zubair_Sir.pdf
[Physics] Phy | 9 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e8f20adbf03_phy_1_pm_09_Oct_zubair_Sir.pdf
[Physics] Phy | 08 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e888d8c909f_phy_1_pm_8_Oct_zubair_Sir.pdf
[Physics] Phy | 06 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e4a1f6ac139_phy_1_pm_6_Oct_zubair_Sir_compressed.pdf
[Physics] Phy | 03 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e0e58ce1124_phy_1_pm_3_Oct_zubair_Sir.pdf
[Physics] Phy | 01 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68df4e9dd9077_phy_1_pm_30_1_Oct_zubair_Sir_compressed.pdf
[Physics] Phy | 01 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dd0d37014c5_DAY_25_CARBON_AND_ITS_COMPOUNDS_PART_4_PNG_compressed.pdf
[Physics] Phy | 29 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dba33488639_phy_1_pm_29_Sept_zubair_Sir_compressed.pdf
