[Intro] IIT JEE 2.0 | IIT JEE Big Announcement | Careerwill JEE : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_drm/4475375/1751873283_9895971845525287/1751873253362_723003298178464500_video_VOD.mpd?#keysV1=KlzKGUv2rWRFEmHYyxZihEi-4dhfARh32hMefKtDOxL-wqmeTIwbSkkG8cNKxRM_jvo_s5p49y5Az2Ko_wU0e_zQ-gmhsDrZIu3SuG3WfwFXUUl3Sx-23ggnU-wc_HHDJAdYaqXRwn_dUNjnTtPawiKciIIV-UhraHxal-_JyWIeGlaocI4OYUWiogdlTvfLFvTHTLZfJnyd-WFIKuLQy1gdkcKFD4uUUAK-vM967l53Bi0eBsaPeucS-5nK8etFp-RetXWuyj-v71oSifPXOMPcRMlTjD7xKm_HsP4Htqii7vThvGN1oQC4oU7tOTf4qQAzacZ_61aZ7Va2yz765Q7NIdMHUhpc_aRyikcEXzSCcvLw8Sx3yYVpXwZc0szf
[Inorganic Chemistry] Quantum Number and Electronic Configuration of Elements | L-02 (Class Notes) | Types of Quantum Number: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/683ede5f271f0_VKJ_Sir_IOC_11th_P1_P2_Batch_Quantum_Number_Lecture02.pdf
[Inorganic Chemistry] Quantum Number and Electronic Configuration of Elements | L-01(Class Notes)  | Introduction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/683ae3831d1a7_VKJ_Sir_IOC_11th_P1_P2_Batch_Quantum_Number_Lecture01.pdf
[Inorganic Chemistry] Sheet - 01 | Hydrogen and Its Compounds: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681ee26a951ad_Hydrogen_and_its_compoundsXII.pdf
[Inorganic Chemistry] Sheet - 01 | S-Block Elements and Their Compound: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681ee238b146a_sBlock_elementsXII.pdf
[Inorganic Chemistry] Sheet - 01 | Chemical Bonding: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681ee1ce17fa1_Chemical_bondingXIIOCCareerwill11zon.pdf
[Inorganic Chemistry] Sheet - 01 | Periodic Table: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681ec87572e25_IOCXIPERIODIC_TABLEFinal.pdf
[Physical Chemistry] Atomic Structure | L-14 (Class Notes) | Sheet Discussion and Basic Concepts of Chemical Equilibrium: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68832a4943a32_NA_Sir_PC_11th_Atomic_Structure_Lecture14.pdf
[Physical Chemistry] Atomic Structure | L-13 (Class Notes) | Atomic Structure Sheet Discussion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/687e3c2af1cbe_NA_Sir_PC_11th_Atomic_Structure_Lecture13.pdf
[Physical Chemistry] Atomic Structure | L-12 (Class Notes) | Schrödinger Wave Equation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/687a489ec4cc8_NA_Sir_PC_11th_Atomic_Structure_Lecture12.pdf
[Physical Chemistry] Atomic Structure | L-11 (Class Notes) | Quantum Mechenical Model: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6877aa154bb83_6877a6832125eNASirPC11thAtomicStructureLecture11.pdf
[Physical Chemistry] Atomic Structure | L-11 (Class Notes) | Heisenberg Uncertainty Principle: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6877a66be8428_NA_Sir_PC_11th_Atomic_Structure_Lecture11.pdf
[Physical Chemistry] Atomic Structure | L-10 | Heisenberg Uncertainty Principle: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/687503c29fb4b_20250714182132387.pdf
[Physical Chemistry] Atomic Structure | L-09 (Class Notes) | De-Broglie Concept: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/687109848a35c_NA_Sir_PC_11th_Atomic_Structure_Lecture09.pdf
[Physical Chemistry] Atomic Structure | L-08 (Class Notes) | Ionization Energy and Seperation Energy: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686e6a7dbefd6_NA_Sir_PC_11th_Atomic_Structure_Lecture08.pdf
[Physical Chemistry] Atomic Structure | L-07 (Class Notes) | Hydrogen Atomic Spectrum: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686bc762c0e93_NA_Sir_PC_11th_Atomic_Structure_Lecture07.pdf
[Physical Chemistry] Atomic Structure | L-06 (Class Notes) | Bohr's Atomic Model: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6867ce016d0b8_NA_Sir_PC_11th_Atomic_Structure_Lecture06.pdf
[Physical Chemistry] Atomic Structure | L-05 (Class Notes) | Photo Electric Effect: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6865442a6f842_NA_Sir_PC_11th_Atomic_Structure_Lecture05.pdf
[Physical Chemistry] Atomic Structure | L-04 (Class Notes) | Photo Electric Effect: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68629f5b23e6e_NA_Sir_PC_11th_Atomic_Structure_Lecture04.pdf
[Physical Chemistry] Atomic Structure | L-03 (Class Notes) | Types of Spectrum: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685f8e50ad8c8_NA_Sir_PC_11th_Atomic_Structure_Lecture03compressed.pdf
[Physical Chemistry] Atomic Structure | L-03 (Class Notes) | Types of Spectrum: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685ead28d4357_NA_Sir_PC_11th_Atomic_Structure_Lecture03compressed.pdf
[Physical Chemistry] Atomic Structure | L-02 (Class Notes) | Calculation of Distance of Closest Approach and Maxwell Theory of Electromagnetic Radiation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685c08ab56c52_20250625200127169.pdf
[Physical Chemistry] Atomic Structure | L-01 (Class Notes) | Discovery of Sub Atomic Particles: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6859667ab2730_20250623200342931compressed.pdf
[Physical Chemistry] Mole Concept | L-20 (Class Notes) | Sheet discussion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68385f2fad141_NA_Sir_PC_11th_Mole_Concept_Lecture20.pdf
[Physical Chemistry] Mole Concept | L - 19 (Class Notes) | Sheet Discussion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68359e7a7a8a5_NA_Sir_PC_11th_Mole_Concept_Lecture19.pdf
[Physical Chemistry] Mole concept | L-18 (Class Notes) | Sheet Discussion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6831be34c69e4_NA_Sir_PC_11th_Mole_Concept_Lecture18.pdf
[Physical Chemistry] Mole Concept | L-17(Class Notes) | Eudiometry: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682f0f5b8bbe2_NA_Sir_PC_11th_Mole_Concept_Lecture17.pdf
[Physical Chemistry] Mole Concept | L- 16 (Class Notes) | Home Work Discussion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682c67ff192dd_NA_Sir_PC_11th_Mole_Concept_Lecture16.pdf
[Physical Chemistry] Mole Concept | L-15 (Class Notes) | Volume Strength H2O2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68286ec9a46c1_NA_Sir_PC_11th_Mole_Concept_Lecture15.pdf
[Physical Chemistry] Mole Concept | L- 14 (Class Notes) | Concentration Problems and Molarity of Pure Liquid: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6825ca93955b5_NA_Sir_PC_11th_Mole_Concept_Lecture14.pdf
[Physical Chemistry] Mole Concept | L-13 (Class Notes) | Acid Base & Neutralisation Reaction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682328c9ac72a_NA_Sir_PC_11th_Mole_Concept_Lecture13.pdf
[Physical Chemistry] Mole Concept | L-12 (Class Notes | Problem Based on Concentration Terms and Dilution of Solution: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681f339fa1477_NA_Sir_PC_11th_Mole_Concept_Lecture12.pdf
[Physical Chemistry] Mole concept  | L-11 (Class Notes) | Concentration terms: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681cac5c58618_NA_Sir_PC_11th_Mole_Concept_Lecture11.pdf
[Physical Chemistry] Mole Concept | L-10 (Class Notes) | Sequential Reaction and Factor Lebel Method: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6819eefff1b68_NA_Sir_PC_11th_Mole_Concept_Lecture10.pdf
[Physical Chemistry] Mole Concept | L-09 (Class Notes) | Mixture Analysis: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6815fcc936638_NA_Sir_PC_11th_Mole_Concept_Lecture09.pdf
[Physical Chemistry] Mole Concept | L-08 (Class Notes) | Mixture Analysis: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681359d45547d_NA_Sir_PC_11th_Mole_Concept_Lecture08.pdf
[Physical Chemistry] Mole Concept | L-07 (Class Notes) | Limiting Reagent: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6810b57c67c19_NA_Sir_PC_11th_Lecture07.pdf
[Physical Chemistry] Mole Concept | L-06 (Class Notes) | Stoichiometry: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/680cffe5e453d_NA_Sir_PC_11th_Lecture06.pdf
[Physical Chemistry] Mole Concept | L-04 (Class Notes) | Vapour Density: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/680778ac56fcc_NA_Sir_PC_11th_Lecture04.pdf
[Physical Chemistry] Sheet - 01 | Ionic Equilibrium: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6800e4563e97f_Ionic_EquilibriumFinalClass_Notes.pdf
[Physical Chemistry] Sheet - 01 | Gaseous State: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6800e43290b75_Gaseous_StateFinalClass_Notes.pdf
[Physical Chemistry] Sheet - 01 | Chemical Equilibrium: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6800e41170bca_Chemical_EquilibriumFinalClassNotes.pdf
[Physical Chemistry] Sheet - 01 | Atomic Structure: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6800e3e072633_Atomic_StructureFinalClassNotes.pdf
[Physical Chemistry] Sheet - 01 | Mole Concept: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6800e3bda4819_Mole_ConceptFinalClass_Notes.pdf
[Physical Chemistry] Mole Concept | L-03 (Class Notes) | Mole Percentage, Average and Molar Mass: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68063390c4c0d_NA_Sir_PC_11th_Lecture03_1.pdf
[Physical Chemistry] Mole Concept | L-02 (Class Notes) | Mole in Terms of Mass and Volume: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68063328f041d_NA_Sir_PC_11th_Lecture02.pdf
[Physical Chemistry] Mole Concept | L-01 (Class Notes) | Definition of Mole: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/680632f76c711_Lecture01_NA_Sir_11th.pdf
