( Video - Intro - LIVE ) DSSSB 2025 (GP) | New Batch Introduction | By Uday Sir | Careerwill App: https://www.youtube.com/embed/lpzFg-65eRE
( Video - Intro - LIVE ) DSSSB TGT SPECIAL BATCH INTRODUCTION BY UDAY SIR | CAREERWILL APP: https://www.youtube.com/embed/vUN2PvPTGSE
( Notes - Hindi - LIVE ) Hindi | 5-6 Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b96ff80c732_ilovepdfmerged_96.pdf
( Notes - Hindi - LIVE ) Hindi | 7 Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67bcc1334382c_UPSI_Class_07compressed.pdf
( Notes - Hindi - LIVE ) Hindi | 8 Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67c0233f4e532_UPSI_class08compressed.pdf
( Notes - Hindi - LIVE ) हिंदी विविध प्रश्न : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc2ae2b8ca_हिंदी विविध प्रश्न Digital board 02-08-23.pdf
( Notes - Hindi - LIVE ) प्रमुख लेखक : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc2f1eeae4_प्रमुख लेखक digital board2.pdf
( Notes - Hindi - LIVE ) मुहावरे: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc3709c9ac_Muhavare_compressed.pdf
( Notes - Hindi - LIVE ) भारतीय काव्यशास्त्र: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc3e5543a7_bhartiya kayvashastr.pdf
( Notes - Hindi - LIVE ) हिंदी वर्णमाला: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc3f06f721_हिंदी वर्णमाला.pdf
( Notes - Hindi - LIVE ) हिंदी के प्रसिद्ध कवि और उनकी रचनाएं : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc45e27734_हिंदी के प्रसिद्ध कवि और उनकी रचनाएं digital board_compressed.pdf
( Notes - Hindi - LIVE ) संधि : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc4ee3eb78_संधि Digital borad.pdf
( Notes - Hindi - LIVE ) भाषा एवं बोली  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc51634fc3_भाषा एवं बोली Digital board.pdf
( Notes - Hindi - LIVE ) वृति एवं पक्ष : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc53d64e20_वृति एवं पक्ष digital board.pdf
( Notes - Hindi - LIVE ) अलंकार : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc564a1995_अलंकार digital borad.pdf
( Notes - Hindi - LIVE ) हिंदी के लेखक एवं रचनाएं : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc584e1967_हिंदी के लेखक एवं रचनाएं  digital borad.pdf
( Notes - Hindi - LIVE ) विराम चिन्ह : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc5984e1d2_विराम चिन्ह digital borad.pdf
( Notes - Hindi - LIVE ) रिक्त स्थान की पूर्ति: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc5db63908_रिक्त स्थान की पूर्ति_compressed.pdf
( Notes - Hindi - LIVE ) गद्यांश या पद्यांश : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc6e6e21af_गद्यांश या पद्यांश digital board_compressed.pdf
( Notes - Hindi - LIVE ) समास : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc7121efde_समास digital board.pdf
( Notes - Hindi - LIVE ) विशेषण Part-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc736e78ee_विशेषण set-2 digital board.pdf
( Notes - Hindi - LIVE ) संज्ञा  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc77b505e9_संज्ञा Digital board_compressed.pdf
( Notes - Hindi - LIVE ) सर्वनाम  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc7dce9924_सर्वनाम Digital board_compressed.pdf
( Notes - Hindi - LIVE ) विशेषण Part-2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc83c7c735_विशेषण Digital Board_compressed.pdf
( Notes - Hindi - LIVE ) क्रिया  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc8a872588_क्रिया Digital Board_compressed.pdf
( Notes - Hindi - LIVE ) प्रमुख लेखक एवं उनकी रचनाऐ   : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc8e34ae6e_प्रमुख लेखक एवं उनकी रचनाऐ  Digital board_compressed.pdf
( Notes - Hindi - LIVE ) वाक्यांश के लिए एक शब्द : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc93334a0b_वाक्यांश के लिए एक शब्द Digital Board_compressed.pdf
( Notes - Hindi - LIVE ) प्रमुख लेखक एवं उनके रचनाएँ Practice: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccca6051f29_प्रमुख लेखक एवं उनके रचनाएँ Digital Board_compressed.pdf
( Notes - Hindi - LIVE ) रस  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64cccad880838_रस Digital board_compressed.pdf
( Notes - Hindi - LIVE ) छंद: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64cccb48ea35e_छंद Digital board_compressed.pdf
( Notes - Hindi - LIVE ) लेखक एवं उनकी रचनाएं  Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dc6c3e898bf_लेखक एवं उनकी रचनाएं (1).pdf
( Notes - Hindi - LIVE ) आदिकाल: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dcbe0fe2ef3_प्रमुख लेखन एवं उनकी रचनाएँ (1)_compressed_compressed.pdf
( Notes - Hindi - LIVE ) भक्तिकाल: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dcbe304cf7a_Hindi lehkhak File  70 Question_compressed.pdf
( Notes - Hindi - LIVE ) रीतिकाल: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64dcbe500f3f6_रीतिकाल digital board.pdf
( Notes - Hindi - LIVE ) Updated Class Notes : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64ccc2973aebf_हिंदी_व्याकरण_नोट्स.pdf
( Notes - Hindi - LIVE ) E-Book MCQ Part-2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/661531e8e114c_65116d2a6ff74_SELECTION मंत्र_removed (1)_compressed_removed (1) (1).pdf
( Notes - Hindi - LIVE ) E-Book MCQ Part-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/661531f26f1f6_65116d096d907_SELECTION मंत्र_removed (1)_compressed_removed (1).pdf
( Notes - History - LIVE ) Modern History Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67972d1c971ee_Modern_History.pdf
( Notes - History - LIVE ) Ancient History Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67972d45364d2_Ancient_History.pdf
( Notes - History - LIVE ) Medival History Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67972d6f9d362_Medieval_history.pdf
( Notes - History - LIVE ) History Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a1df1c12baa_HISTORY_CLASS_COMPLETE_PNG.pdf
( Notes - History - LIVE ) History Chapter Wise MCQ's Practice Sheet: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67c947a71ee62_ilovepdfmerged_20250306T122635.025.pdf
( Notes - History - LIVE ) History Railway Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e535d9ba81d_ilovepdfmerged_23compressed.pdf
( Notes - History - LIVE ) History SSC Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e53bbc1e32e_ilovepdfmerged_26compressed.pdf
( Notes - History - LIVE ) History Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6874db18551f0_History_DONE.pdf
( Notes - History - LIVE ) History Complete Board Class Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6878a113bf99d_67a1df1c12baaHISTORYCLASSCOMPLETEPNG_1.pdf
( Notes - Geography - LIVE ) Indian Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_Geography_Eng.pdf
( Notes - Geography - LIVE ) Indian Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_Geography_Eng.pdf
( Notes - Geography - LIVE ) Indian + World Geo (Hindi) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_World_Geography_Notes_Hindi.pdf
( Notes - Geography - LIVE ) Indian + World Geo (Hindi) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-Indian_World_Geography_Notes_Hindi.pdf
( Notes - Geography - LIVE ) World Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-World_Geography_English.pdf
( Notes - Geography - LIVE ) World Geo (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624090202-World_Geography_English.pdf
( Notes - Geography - LIVE ) Geo | 16 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca585895b51_Geo_16_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_New_Batch_by_Vivek_Sir_5_pm.pdf
( Notes - Geography - LIVE ) Geo | 22 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d24addf40a8_5_pm_class_22_Sept.pdf
( Notes - Geography - LIVE ) Geo | 23 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d3945aab82e_5_pm_class_23Sept.pdf
( Notes - Geography - LIVE ) Geo | 24 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4ee2f1a96e_5_pm_class_24_Sept.pdf
( Notes - Geography - LIVE ) Soil of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b420b8b5a5e_Soil_of_India_s.pdf
( Notes - Geography - LIVE ) Plateau of india: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b42109ee2f8_Plateau_of_india_S.pdf
( Notes - Geography - LIVE ) Agriculture of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b42148a483c_Agriculture_of_India_S.pdf
( Notes - Geography - LIVE ) Climate of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b4218c5a059_Climate_of_India_s.pdf
( Notes - Geography - LIVE ) Forest: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b421d2f1fe9_Forest_S.pdf
( Notes - Geography - LIVE ) Mountain: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b422258d2d6_Mountain_S.pdf
( Notes - Geography - LIVE ) Neighbouring countries of India: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b4226d1112a_Neighbouring_countries_of_India_S.pdf
( Notes - Geography - LIVE ) Geography Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6852761c37676_geography_donecompressed.pdf
( Notes - Geography - LIVE ) Geo | 25 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d63812a6622_5_pm_class_25Sept.pdf
( Notes - Geography - LIVE ) Geo | 30 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dcbb0229f41_5_pm_class_30_Sept.pdf
( Notes - Geography - LIVE ) Geo | 01 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68df69066980a_5_pm_class_1_Oct.pdf
( Notes - Polity - LIVE ) Indian Polity Detailed Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/670612b756b48_Polity_Student_pdfcompressed_1.pdf
( Notes - Polity - LIVE ) Polity Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a1deceec48c_POLITY_CLASS_COMPLETE_PNG.pdf
( Notes - Polity - LIVE ) Polity Railway Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e536739de2f_ilovepdfmerged_24compressed.pdf
( Notes - Polity - LIVE ) Polity SSC Exam PYQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67e637359561f_ilovepdfmerged_30compressed.pdf
( Notes - Economy - LIVE ) Economy Full Notes English: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/679d74fb0a965_Economics_Important_facts_final_Englishcompressed.pdf
( Notes - Economy - LIVE ) Economy Hindi Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a08f24e4401_Economics_Important_facts_Hindi_done.pdf
( Notes - Economy - LIVE ) Basic of Economics: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a875a8a95d2_Basic_of_Economics_270624_S.pdf
( Notes - Economy - LIVE ) Branches of Economics Practice MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a87691e2980_Branches_of_Economics_Practice_MCQ_S.pdf
( Notes - Economy - LIVE ) Types of Economy MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a876cb7003e_Types_of_Economy_MCQ_S.pdf
( Notes - Economy - LIVE ) Types of Sectors: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a8770989bc1_Types_of_Sectors_s.pdf
( Notes - Economy - LIVE ) RBI: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a8773f38fe0_RBI_s.pdf
( Notes - Economy - LIVE ) Banking MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67a8777b3e8a0_Banking_MCQ_S.pdf
( Notes - Economy - LIVE ) Financial Market MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa15513af99_Financial_Market_MCQ_s.pdf
( Notes - Economy - LIVE ) Infalation Complete: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa15bb6e3b1_Infalation_Complete_s.pdf
( Notes - Economy - LIVE ) Money: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa1602e300b_Money_s.pdf
( Notes - Economy - LIVE ) Poverty MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa164a8ce81_Poverty_MCQ_s.pdf
( Notes - Economy - LIVE ) Unemployment MCQ: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67aa16a083f71_Unemployment_MCQ_s.pdf
( Notes - Economy - LIVE ) Economic Planning: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bec758c32_Economic_Planning_25_questions.pdf
( Notes - Economy - LIVE ) Industrial Policy: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bf0d94521_Industrial_Policy_d.pdf
( Notes - Economy - LIVE ) Taxation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bf6b57738_Taxation_25_questions.pdf
( Notes - Economy - LIVE ) Budget: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b5bfd377125_Budget_d.pdf
( Notes - Economy - LIVE ) Economy Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68525af518c3c_economy_done.pdf
( Notes - Physics - LIVE ) Phy (Hindi) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66790dfb1f312_Physics HIndi Notes DONE.pdf
( Notes - Physics - LIVE ) Phy (Hindi) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66790dfb1f312_Physics HIndi Notes DONE.pdf
( Notes - Physics - LIVE ) Phy (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66790e02e3a24_Physics English Notes DONE.pdf
( Notes - Physics - LIVE ) Phy (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66790e02e3a24_Physics English Notes DONE.pdf
( Notes - Physics - LIVE ) Phy | 16 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca56441d8a5_phy_1pm_16_Sept_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 17 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbaf61c4749_phy_1pm_17_Sept_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 18 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cd04ac9700b_phy_1pm_18_Sept_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 22 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d23f1f365ea_phy_1_pm_22_Sept_zubair_Sir.pdf
( Notes - Physics - LIVE ) Physics Complete Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6858f6fd6a0b3_physics_Complete_PNG_Donecompressed.pdf
( Notes - Physics - LIVE ) Phy | 19 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d6184daf17c_phy_1_pm_19_Sept_zubair_Sir_compressed.pdf
( Notes - Physics - LIVE ) Phy | 26 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d6813c8f6a9_phy_1_pm_26_Sept_zubair_Sir_compressed.pdf
( Notes - Physics - LIVE ) Phy | 29 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dba33488639_phy_1_pm_29_Sept_zubair_Sir_compressed.pdf
( Notes - Physics - LIVE ) Phy | 01 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dd0d37014c5_DAY_25_CARBON_AND_ITS_COMPOUNDS_PART_4_PNG_compressed.pdf
( Notes - Physics - LIVE ) Phy | 01 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68df4e9dd9077_phy_1_pm_30_1_Oct_zubair_Sir_compressed.pdf
( Notes - Physics - LIVE ) Phy | 03 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e0e58ce1124_phy_1_pm_3_Oct_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 06 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e4a1f6ac139_phy_1_pm_6_Oct_zubair_Sir_compressed.pdf
( Notes - Physics - LIVE ) Phy | 08 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e888d8c909f_phy_1_pm_8_Oct_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 9 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e8f20adbf03_phy_1_pm_09_Oct_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 10 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ea3280ea20f_phy_1_pm_10_Oct_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 13 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ee07d8a04d8_phy_1_pm_13_Oct_zubair_Sir.pdf
( Notes - Physics - LIVE ) Phy | 15 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f0cb136d620_phy_1_pm_15_Oct_zubair_Sir.pdf
( Notes - Chemistry - LIVE ) Atomic Structure: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65b7b441eea5c_Atomic structure  (DONE).pdf
( Notes - Chemistry - LIVE ) Periodic table: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65c20750adc72_Periodic Table (done).pdf
( Notes - Chemistry - LIVE ) Noble gases: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65ef2d34bf656_Noble gases.pdf
( Notes - Chemistry - LIVE ) Acid Base and Salt: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65efda63cebec_acid base and salt DONE.pdf
( Notes - Chemistry - LIVE ) Matter: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65fc23e101a26_METALS (DONE).pdf
( Notes - Chemistry - LIVE ) Mixture: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66137912bcbf2_Mixture.pdf
( Notes - Chemistry - LIVE ) Carbon and its Compounds: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6613c827eea08_carbon and its compounds done.pdf
( Notes - Chemistry - LIVE ) Chemical Reaction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66150c2f1027f_chemical reaction_compressed.pdf
( Notes - Chemistry - LIVE ) Radioactivity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66150f95424ad_Radioactivity (DONE).pdf
( Notes - Chemistry - LIVE ) Polymers: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/661e4a51995a5_polymers.pdf
( Notes - Chemistry - LIVE ) Glass: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/661f6ddbf32b5_Glass_compressed.pdf
( Notes - Chemistry - LIVE ) Valency: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6620de2571211_Valency.pdf
( Notes - Chemistry - LIVE ) Water Hybridization: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/662776f556299_WATER & HYBRIDISATION_compressed.pdf
( Notes - Chemistry - LIVE ) Catalyst & Molecular Weight: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66277742e9e54_catalyst & molecular weight_compressed.pdf
( Notes - Chemistry - LIVE ) Fuel: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e569af44a_Fuel_compressed.pdf
( Notes - Chemistry - LIVE ) Drugs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/662f2aed64acc_Drugs_compressed.pdf
( Notes - Chemistry - LIVE ) Hydrocarbon: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/662f2b17a2a14_hydrocarbon_compressed.pdf
